gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Adipo	B cell	Basal	Endo	HormSens	LumProg	Monocyte/Inf mac	Neutrophil/Granulocyte	Proliferating immune	Stroma_0	Stroma_1	Stroma_2	Stroma_3	Stroma_4	T cell	Tissue-resident mac	cDC1
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS0C5E9FBFB	NECTIN1	0.057	0.062	0.764	0.072	0.366	0.29	0.097	0.429	0.265	0.186	0.086	0.215	0.309	0.139	0.021	0.049	0.34
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS02FBD007E	NECTIN2	0.07	0.02	0.063	0.262	0.494	0.235	0.0	0.0	0.024	0.01	0.007	0.025	0.015	0.022	0.0	0.028	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	CADM3	0.009	0.007	0.021	0.02	0.005	0.007	0.021	0.0	0.0	0.549	0.202	0.044	0.031	0.216	0.022	0.023	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	CADM3	0.009	0.007	0.021	0.02	0.005	0.007	0.021	0.0	0.0	0.549	0.202	0.044	0.031	0.216	0.022	0.023	0.0
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SS0544D2759	ICAM2	0.001	0.0	0.002	0.094	0.009	0.001	0.0	0.042	0.0	0.0	0.0	0.004	0.004	0.0	0.012	0.013	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0E53A238E	COL11A1	0.008	0.048	0.429	0.002	0.0	0.208	0.02	0.0	0.0	0.011	0.0	0.0	0.03	0.014	0.0	0.028	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC071163509	COL11A2	0.017	0.058	0.006	0.015	0.02	0.002	0.0	0.0	0.0	0.009	0.014	0.031	0.012	0.0	0.019	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0E83A4B71	COL12A1	0.092	0.013	0.295	0.031	0.0	0.072	0.045	0.0	0.04	0.118	0.046	0.083	0.15	0.085	0.037	0.013	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0FCF853DB	COL13A1	0.007	0.0	0.018	0.045	0.008	0.006	0.011	0.0	0.0	0.006	0.018	0.012	0.351	0.013	0.0	0.002	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0AB5FBF10	COL14A1	0.064	0.544	0.838	0.098	0.03	0.068	0.112	0.036	0.078	1.749	0.717	0.469	0.397	0.886	0.078	0.061	0.083
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC027893337	COL15A1	0.429	0.226	0.062	0.122	0.044	0.035	0.121	0.173	0.064	0.083	0.117	0.784	0.958	0.498	0.104	0.048	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC06AD39F88	COL16A1	0.043	0.068	1.287	0.047	0.1	0.148	0.065	0.0	0.145	0.218	0.236	0.168	0.259	0.273	0.056	0.026	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0C841033A	COL17A1	0.013	0.016	0.625	0.004	0.048	0.014	0.006	0.0	0.0	0.012	0.007	0.004	0.008	0.0	0.017	0.002	0.047
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0C739EDCE	COL18A1	0.125	0.061	0.379	0.134	0.01	0.033	0.026	0.0	0.0	0.104	0.108	0.384	0.689	0.115	0.014	0.009	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC079D293A2	COL19A1	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.011	0.0	0.0	0.0	0.0	0.007	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC08DBCCFF0	COL1A1	0.179	0.06	0.137	0.265	0.208	0.118	0.23	0.065	0.235	1.27	1.158	1.525	1.578	1.36	0.164	0.164	0.137
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC09DB9D20A	COL1A2	0.229	0.363	0.211	0.273	0.175	0.164	0.301	0.246	0.218	2.078	1.794	2.224	2.464	2.051	0.415	0.22	0.451
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC0804EB2C0	COL20A1	0.074	0.033	0.036	0.04	0.06	0.096	0.033	0.063	0.075	0.049	0.052	0.131	0.12	0.129	0.057	0.048	0.046
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC01E6BE079	COL26A1	0.001	0.0	0.0	0.007	0.004	0.002	0.0	0.0	0.0	0.004	0.005	0.0	0.02	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC050F64BB5	COL27A1	0.036	0.284	0.058	0.021	0.019	0.012	0.026	0.0	0.0	0.1	0.083	0.48	0.876	0.133	0.017	0.016	0.166
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC01C274A51	COL28A1	0.005	0.0	0.002	0.23	0.011	0.021	0.015	0.051	0.0	0.027	0.029	0.018	0.048	0.047	0.015	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0EA8ABCFD	COL2A1	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.006	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC00367777A	COL3A1	0.527	0.368	0.412	0.448	0.303	0.266	0.374	0.667	0.279	2.515	1.91	2.932	2.943	2.24	0.484	0.38	0.706
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0744E13CB	COL4A1	0.918	0.175	1.173	0.823	0.13	0.233	0.239	0.313	0.117	0.478	0.422	1.27	1.305	1.124	0.201	0.111	0.104
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC03F728659	COL4A2	0.921	0.177	1.341	0.788	0.11	0.23	0.232	0.11	0.243	0.415	0.408	1.103	1.194	0.704	0.163	0.144	0.125
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0886D58EF	COL4A3	0.013	0.0	0.009	0.009	0.0	0.007	0.008	0.0	0.0	0.019	0.016	0.042	0.024	0.228	0.006	0.005	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC04ABF0023	COL4A4	0.014	0.0	0.008	0.0	0.056	0.023	0.014	0.027	0.0	0.13	0.07	0.099	0.074	0.374	0.006	0.002	0.015
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC042B580A3	COL4A5	0.081	0.058	1.429	0.083	0.555	1.476	0.009	0.04	0.108	0.356	0.12	0.146	0.085	0.233	0.1	0.053	0.057
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0C8B6ACF5	COL4A6	0.072	0.144	2.124	0.132	0.287	1.654	0.073	0.04	0.0	0.072	0.062	0.054	0.067	0.087	0.066	0.071	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC0592501EA	COL5A1	0.199	0.112	0.256	0.08	0.077	0.065	0.085	0.082	0.108	1.293	0.949	1.107	1.096	0.944	0.104	0.06	0.035
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC037A0554C	COL5A2	0.407	0.201	0.757	0.309	0.106	0.122	0.289	0.515	0.159	1.916	1.02	2.467	2.617	1.934	0.294	0.143	0.307
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC00EAD4C47	COL5A3	0.205	0.103	0.097	0.102	0.059	0.056	0.141	0.067	0.186	0.811	0.766	1.647	1.225	0.574	0.129	0.057	0.122
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0549A759B	COL6A1	0.081	0.037	0.066	0.075	0.044	0.045	0.051	0.0	0.0	0.606	0.5	0.816	0.669	0.701	0.067	0.066	0.142
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F9FB6DCB	COL6A2	0.058	0.065	0.049	0.049	0.023	0.031	0.02	0.039	0.0	0.419	0.354	0.661	0.664	0.651	0.031	0.042	0.035
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0ECDD1074	COL6A3	0.192	0.115	0.101	0.073	0.436	0.082	0.084	0.092	0.108	1.381	1.055	1.549	1.384	1.216	0.102	0.074	0.161
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0C6DC4D50	COL6A5	0.001	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.013	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0D3870098	COL6A6	0.005	0.0	0.08	0.01	0.03	0.018	0.017	0.0	0.0	0.182	0.089	0.138	0.159	0.092	0.01	0.008	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC03760D980	COL8A1	0.012	0.0	0.01	0.245	1.432	0.014	0.0	0.0	0.0	0.016	0.025	0.014	0.013	0.051	0.015	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0453131F6	COL8A2	0.001	0.0	0.011	0.0	0.023	0.004	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.049	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC070BECDC9	COL9A1	0.003	0.0	0.047	0.0	0.0	0.118	0.013	0.0	0.0	0.0	0.0	0.008	0.003	0.0	0.014	0.006	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0270AA5D9	COL9A2	0.011	0.0	0.264	0.012	0.05	0.079	0.025	0.0	0.086	0.008	0.014	0.008	0.009	0.0	0.031	0.0	0.06
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC03AF43F8B	SEMA7A	0.004	0.0	0.003	0.371	0.014	0.006	0.0	0.0	0.0	0.0	0.007	0.014	0.033	0.0	0.0	0.002	0.048
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0B991F6B1	COL11A1	0.008	0.048	0.429	0.002	0.0	0.208	0.02	0.0	0.0	0.011	0.0	0.0	0.03	0.014	0.0	0.028	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC034D4CF73	COL11A2	0.017	0.058	0.006	0.015	0.02	0.002	0.0	0.0	0.0	0.009	0.014	0.031	0.012	0.0	0.019	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0EC720659	COL12A1	0.092	0.013	0.295	0.031	0.0	0.072	0.045	0.0	0.04	0.118	0.046	0.083	0.15	0.085	0.037	0.013	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0A18569E5	COL13A1	0.007	0.0	0.018	0.045	0.008	0.006	0.011	0.0	0.0	0.006	0.018	0.012	0.351	0.013	0.0	0.002	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0B6D93CD4	COL14A1	0.064	0.544	0.838	0.098	0.03	0.068	0.112	0.036	0.078	1.749	0.717	0.469	0.397	0.886	0.078	0.061	0.083
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC01BE5E1F7	COL15A1	0.429	0.226	0.062	0.122	0.044	0.035	0.121	0.173	0.064	0.083	0.117	0.784	0.958	0.498	0.104	0.048	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC027EF0F68	COL16A1	0.043	0.068	1.287	0.047	0.1	0.148	0.065	0.0	0.145	0.218	0.236	0.168	0.259	0.273	0.056	0.026	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC00942962B	COL17A1	0.013	0.016	0.625	0.004	0.048	0.014	0.006	0.0	0.0	0.012	0.007	0.004	0.008	0.0	0.017	0.002	0.047
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC039737584	COL18A1	0.125	0.061	0.379	0.134	0.01	0.033	0.026	0.0	0.0	0.104	0.108	0.384	0.689	0.115	0.014	0.009	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0423059DF	COL19A1	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.011	0.0	0.0	0.0	0.0	0.007	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC028882919	COL1A1	0.179	0.06	0.137	0.265	0.208	0.118	0.23	0.065	0.235	1.27	1.158	1.525	1.578	1.36	0.164	0.164	0.137
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC07707E049	COL1A2	0.229	0.363	0.211	0.273	0.175	0.164	0.301	0.246	0.218	2.078	1.794	2.224	2.464	2.051	0.415	0.22	0.451
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC0F393B830	COL20A1	0.074	0.033	0.036	0.04	0.06	0.096	0.033	0.063	0.075	0.049	0.052	0.131	0.12	0.129	0.057	0.048	0.046
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC008D5E4B2	COL26A1	0.001	0.0	0.0	0.007	0.004	0.002	0.0	0.0	0.0	0.004	0.005	0.0	0.02	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC090152EEE	COL27A1	0.036	0.284	0.058	0.021	0.019	0.012	0.026	0.0	0.0	0.1	0.083	0.48	0.876	0.133	0.017	0.016	0.166
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0E9AA9087	COL28A1	0.005	0.0	0.002	0.23	0.011	0.021	0.015	0.051	0.0	0.027	0.029	0.018	0.048	0.047	0.015	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0AA90A03B	COL2A1	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.006	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0A7864078	COL3A1	0.527	0.368	0.412	0.448	0.303	0.266	0.374	0.667	0.279	2.515	1.91	2.932	2.943	2.24	0.484	0.38	0.706
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0756B421F	COL4A1	0.918	0.175	1.173	0.823	0.13	0.233	0.239	0.313	0.117	0.478	0.422	1.27	1.305	1.124	0.201	0.111	0.104
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0096917A2	COL4A2	0.921	0.177	1.341	0.788	0.11	0.23	0.232	0.11	0.243	0.415	0.408	1.103	1.194	0.704	0.163	0.144	0.125
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0CC8A2F79	COL4A3	0.013	0.0	0.009	0.009	0.0	0.007	0.008	0.0	0.0	0.019	0.016	0.042	0.024	0.228	0.006	0.005	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC030087D4F	COL4A4	0.014	0.0	0.008	0.0	0.056	0.023	0.014	0.027	0.0	0.13	0.07	0.099	0.074	0.374	0.006	0.002	0.015
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0F1833AC0	COL4A5	0.081	0.058	1.429	0.083	0.555	1.476	0.009	0.04	0.108	0.356	0.12	0.146	0.085	0.233	0.1	0.053	0.057
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0BFDE14E9	COL4A6	0.072	0.144	2.124	0.132	0.287	1.654	0.073	0.04	0.0	0.072	0.062	0.054	0.067	0.087	0.066	0.071	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05590EDD3	COL5A1	0.199	0.112	0.256	0.08	0.077	0.065	0.085	0.082	0.108	1.293	0.949	1.107	1.096	0.944	0.104	0.06	0.035
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CED85DDE	COL5A2	0.407	0.201	0.757	0.309	0.106	0.122	0.289	0.515	0.159	1.916	1.02	2.467	2.617	1.934	0.294	0.143	0.307
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DA063880	COL5A3	0.205	0.103	0.097	0.102	0.059	0.056	0.141	0.067	0.186	0.811	0.766	1.647	1.225	0.574	0.129	0.057	0.122
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0251EEF61	COL6A1	0.081	0.037	0.066	0.075	0.044	0.045	0.051	0.0	0.0	0.606	0.5	0.816	0.669	0.701	0.067	0.066	0.142
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC07F654CB3	COL6A2	0.058	0.065	0.049	0.049	0.023	0.031	0.02	0.039	0.0	0.419	0.354	0.661	0.664	0.651	0.031	0.042	0.035
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC059D160BE	COL6A3	0.192	0.115	0.101	0.073	0.436	0.082	0.084	0.092	0.108	1.381	1.055	1.549	1.384	1.216	0.102	0.074	0.161
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0E4A99136	COL6A5	0.001	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.013	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0E03C13D1	COL6A6	0.005	0.0	0.08	0.01	0.03	0.018	0.017	0.0	0.0	0.182	0.089	0.138	0.159	0.092	0.01	0.008	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC068FFC547	COL8A1	0.012	0.0	0.01	0.245	1.432	0.014	0.0	0.0	0.0	0.016	0.025	0.014	0.013	0.051	0.015	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0FCB8DFBB	COL8A2	0.001	0.0	0.011	0.0	0.023	0.004	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.049	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC050CC3A3F	COL9A1	0.003	0.0	0.047	0.0	0.0	0.118	0.013	0.0	0.0	0.0	0.0	0.008	0.003	0.0	0.014	0.006	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0A210DC1F	COL9A2	0.011	0.0	0.264	0.012	0.05	0.079	0.025	0.0	0.086	0.008	0.014	0.008	0.009	0.0	0.031	0.0	0.06
FN1	P02751	False	FINC_HUMAN		CPI-SC0C91660AB	FN1	0.163	0.274	0.171	0.274	0.151	0.158	2.028	0.54	0.656	2.083	1.311	1.154	1.769	0.789	0.146	0.159	0.252
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06F3DDF90	COL11A1	0.008	0.048	0.429	0.002	0.0	0.208	0.02	0.0	0.0	0.011	0.0	0.0	0.03	0.014	0.0	0.028	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC06DCE672A	COL11A2	0.017	0.058	0.006	0.015	0.02	0.002	0.0	0.0	0.0	0.009	0.014	0.031	0.012	0.0	0.019	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0A3722F1F	COL12A1	0.092	0.013	0.295	0.031	0.0	0.072	0.045	0.0	0.04	0.118	0.046	0.083	0.15	0.085	0.037	0.013	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC093DFA335	COL13A1	0.007	0.0	0.018	0.045	0.008	0.006	0.011	0.0	0.0	0.006	0.018	0.012	0.351	0.013	0.0	0.002	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC092A2325E	COL14A1	0.064	0.544	0.838	0.098	0.03	0.068	0.112	0.036	0.078	1.749	0.717	0.469	0.397	0.886	0.078	0.061	0.083
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0BCE0B954	COL15A1	0.429	0.226	0.062	0.122	0.044	0.035	0.121	0.173	0.064	0.083	0.117	0.784	0.958	0.498	0.104	0.048	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01633DC81	COL16A1	0.043	0.068	1.287	0.047	0.1	0.148	0.065	0.0	0.145	0.218	0.236	0.168	0.259	0.273	0.056	0.026	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0D3C68BD6	COL17A1	0.013	0.016	0.625	0.004	0.048	0.014	0.006	0.0	0.0	0.012	0.007	0.004	0.008	0.0	0.017	0.002	0.047
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0755F1632	COL18A1	0.125	0.061	0.379	0.134	0.01	0.033	0.026	0.0	0.0	0.104	0.108	0.384	0.689	0.115	0.014	0.009	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0E09C8768	COL19A1	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.011	0.0	0.0	0.0	0.0	0.007	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0AD2341AF	COL1A1	0.179	0.06	0.137	0.265	0.208	0.118	0.23	0.065	0.235	1.27	1.158	1.525	1.578	1.36	0.164	0.164	0.137
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC015ECCD97	COL1A2	0.229	0.363	0.211	0.273	0.175	0.164	0.301	0.246	0.218	2.078	1.794	2.224	2.464	2.051	0.415	0.22	0.451
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC0BB8BF2C5	COL20A1	0.074	0.033	0.036	0.04	0.06	0.096	0.033	0.063	0.075	0.049	0.052	0.131	0.12	0.129	0.057	0.048	0.046
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC08885876E	COL26A1	0.001	0.0	0.0	0.007	0.004	0.002	0.0	0.0	0.0	0.004	0.005	0.0	0.02	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0FC6454F5	COL27A1	0.036	0.284	0.058	0.021	0.019	0.012	0.026	0.0	0.0	0.1	0.083	0.48	0.876	0.133	0.017	0.016	0.166
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0E40282DA	COL28A1	0.005	0.0	0.002	0.23	0.011	0.021	0.015	0.051	0.0	0.027	0.029	0.018	0.048	0.047	0.015	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0A5E87289	COL2A1	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.006	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0C061DC28	COL3A1	0.527	0.368	0.412	0.448	0.303	0.266	0.374	0.667	0.279	2.515	1.91	2.932	2.943	2.24	0.484	0.38	0.706
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0C351F7DF	COL4A1	0.918	0.175	1.173	0.823	0.13	0.233	0.239	0.313	0.117	0.478	0.422	1.27	1.305	1.124	0.201	0.111	0.104
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC09AE93F66	COL4A2	0.921	0.177	1.341	0.788	0.11	0.23	0.232	0.11	0.243	0.415	0.408	1.103	1.194	0.704	0.163	0.144	0.125
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC08F17FB3E	COL4A3	0.013	0.0	0.009	0.009	0.0	0.007	0.008	0.0	0.0	0.019	0.016	0.042	0.024	0.228	0.006	0.005	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0FAC9844A	COL4A4	0.014	0.0	0.008	0.0	0.056	0.023	0.014	0.027	0.0	0.13	0.07	0.099	0.074	0.374	0.006	0.002	0.015
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC044B5BE16	COL4A5	0.081	0.058	1.429	0.083	0.555	1.476	0.009	0.04	0.108	0.356	0.12	0.146	0.085	0.233	0.1	0.053	0.057
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC01539071B	COL4A6	0.072	0.144	2.124	0.132	0.287	1.654	0.073	0.04	0.0	0.072	0.062	0.054	0.067	0.087	0.066	0.071	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC08821B0D2	COL5A1	0.199	0.112	0.256	0.08	0.077	0.065	0.085	0.082	0.108	1.293	0.949	1.107	1.096	0.944	0.104	0.06	0.035
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC075489ADB	COL5A2	0.407	0.201	0.757	0.309	0.106	0.122	0.289	0.515	0.159	1.916	1.02	2.467	2.617	1.934	0.294	0.143	0.307
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0D0BFC9F7	COL5A3	0.205	0.103	0.097	0.102	0.059	0.056	0.141	0.067	0.186	0.811	0.766	1.647	1.225	0.574	0.129	0.057	0.122
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0FB1817EE	COL6A1	0.081	0.037	0.066	0.075	0.044	0.045	0.051	0.0	0.0	0.606	0.5	0.816	0.669	0.701	0.067	0.066	0.142
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0C5B4E222	COL6A2	0.058	0.065	0.049	0.049	0.023	0.031	0.02	0.039	0.0	0.419	0.354	0.661	0.664	0.651	0.031	0.042	0.035
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC044916391	COL6A3	0.192	0.115	0.101	0.073	0.436	0.082	0.084	0.092	0.108	1.381	1.055	1.549	1.384	1.216	0.102	0.074	0.161
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0E453F338	COL6A5	0.001	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.013	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0EDDBD0FB	COL6A6	0.005	0.0	0.08	0.01	0.03	0.018	0.017	0.0	0.0	0.182	0.089	0.138	0.159	0.092	0.01	0.008	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC04FF0CDA1	COL8A1	0.012	0.0	0.01	0.245	1.432	0.014	0.0	0.0	0.0	0.016	0.025	0.014	0.013	0.051	0.015	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0CC30CEC0	COL8A2	0.001	0.0	0.011	0.0	0.023	0.004	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.049	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0E8C3A996	COL9A1	0.003	0.0	0.047	0.0	0.0	0.118	0.013	0.0	0.0	0.0	0.0	0.008	0.003	0.0	0.014	0.006	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0C155763A	COL9A2	0.011	0.0	0.264	0.012	0.05	0.079	0.025	0.0	0.086	0.008	0.014	0.008	0.009	0.0	0.031	0.0	0.06
FN1	P02751	False	FINC_HUMAN		CPI-SC0AE4F5BAB	FN1	0.163	0.274	0.171	0.274	0.151	0.158	2.028	0.54	0.656	2.083	1.311	1.154	1.769	0.789	0.146	0.159	0.252
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SS0343DD0EE	COL3A1	0.527	0.368	0.412	0.448	0.303	0.266	0.374	0.667	0.279	2.515	1.91	2.932	2.943	2.24	0.484	0.38	0.706
TGM2	P21980	False	TGM2_HUMAN		CPI-SS09C0B8677	TGM2	0.418	0.124	0.16	0.397	1.977	0.306	0.118	0.308	0.266	0.146	0.101	0.123	0.13	0.136	0.07	0.089	0.054
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SS015BF69EE	COL4A1	0.918	0.175	1.173	0.823	0.13	0.233	0.239	0.313	0.117	0.478	0.422	1.27	1.305	1.124	0.201	0.111	0.104
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SS01771D11B	COL4A2	0.921	0.177	1.341	0.788	0.11	0.23	0.232	0.11	0.243	0.415	0.408	1.103	1.194	0.704	0.163	0.144	0.125
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SS0AADAB219	COL4A3	0.013	0.0	0.009	0.009	0.0	0.007	0.008	0.0	0.0	0.019	0.016	0.042	0.024	0.228	0.006	0.005	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SS06D2944B5	COL4A4	0.014	0.0	0.008	0.0	0.056	0.023	0.014	0.027	0.0	0.13	0.07	0.099	0.074	0.374	0.006	0.002	0.015
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SS0924C61F1	COL4A5	0.081	0.058	1.429	0.083	0.555	1.476	0.009	0.04	0.108	0.356	0.12	0.146	0.085	0.233	0.1	0.053	0.057
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SS0BBF93C62	COL4A6	0.072	0.144	2.124	0.132	0.287	1.654	0.073	0.04	0.0	0.072	0.062	0.054	0.067	0.087	0.066	0.071	0.0
