gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Adipo	B cell	Basal	Endo	HormSens	LumProg	Monocyte/Inf mac	Neutrophil/Granulocyte	Proliferating immune	Stroma_0	Stroma_1	Stroma_2	Stroma_3	Stroma_4	T cell	Tissue-resident mac	cDC1
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS0444827FD	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS0D33309E7	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS0C43745D6	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS0D67AEEF8	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS0AE7F1FB9	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS0A5B00FEC	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS081D8412E	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS01E5D0183	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS05D1E58B4	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS0554D19E3	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM3	Q14832	False	GRM3_HUMAN		CPI-CS0F4182DEF	GRM3	0.005	0.0	0.005	0.008	0.01	0.0	0.011	0.0	0.0	0.003	0.0	0.0	0.006	0.013	0.018	0.013	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS065936301	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS094459C68	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS0EECB890E	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS04A0AEE4C	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS0305D24F6	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS0A5376E7A	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS002ECD5B1	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS0BA5C6CCB	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS0A5C5F9DF	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS05B11F2F4	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS06CD4A71F	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS03D684E7D	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS0F106270D	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM5	P41594	False	GRM5_HUMAN		CPI-CS03B7CB71D	GRM5	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.014	0.009	0.0	0.013	0.0	0.0	0.004	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS0F37D7476	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS0CDD9F86D	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS093EF3F47	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS007136501	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS09F74FD39	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS07EF8D9C2	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS0F4C33641	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS004BB0890	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS00B734C46	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS00061350E	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS0975DD44D	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS0EFE72F4B	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS09E87611A	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM7	Q14831	False	GRM7_HUMAN		CPI-CS083EC4342	GRM7	0.008	0.014	0.0	0.008	0.0	0.005	0.019	0.0	0.0	0.016	0.014	0.01	0.009	0.0	0.0	0.009	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS007F02C96	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS008F12179	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0BEF05FE2	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0B9E5E3DB	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS017089111	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS08910752E	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0279E4E92	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS00A95D069	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS01BC2C4FF	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0A14FBC54	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0A2EDD507	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0947C60AA	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0270ABC42	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
GRM8	O00222	False	GRM8_HUMAN		CPI-CS0180815DB	GRM8	0.012	0.063	0.01	0.019	0.328	0.016	0.0	0.063	0.0	0.014	0.015	0.072	0.02	0.09	0.0	0.023	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS0AE964947	AXL	0.06	1.228	0.38	0.107	0.098	0.057	0.311	0.431	0.198	1.513	0.787	0.648	0.607	0.606	0.067	0.184	0.099
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS0BDA0E5E0	TYRO3	0.009	0.006	0.04	0.006	0.064	0.175	0.0	0.0	0.0	0.008	0.029	0.022	0.023	0.057	0.013	0.011	0.023
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS0E9F23560	TYRO3	0.009	0.006	0.04	0.006	0.064	0.175	0.0	0.0	0.0	0.008	0.029	0.022	0.023	0.057	0.013	0.011	0.023
GPR39	O43194	False	GPR39_HUMAN		CPI-SS02AEB612C	GPR39	0.002	0.035	0.002	0.004	0.027	0.0	0.0	0.0	0.0	0.011	0.0	0.032	0.094	0.062	0.011	0.0	0.0
HRH1	P35367	False	HRH1_HUMAN		CPI-CS0FF6E7611	HRH1	0.007	0.2	0.006	0.011	0.0	0.008	0.121	0.0	0.042	0.02	0.015	0.013	0.009	0.028	0.0	0.635	0.101
HRH2	P25021	False	HRH2_HUMAN		CPI-CS045AC7D7C	HRH2	0.001	0.133	0.003	0.057	0.006	0.002	0.017	0.027	0.022	0.027	0.008	0.007	0.0	0.0	0.12	0.004	0.195
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	LILRB2	0.017	0.183	0.018	0.01	0.012	0.022	0.614	0.835	0.541	0.012	0.012	0.032	0.02	0.0	0.019	0.697	0.423
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	IGF1R	0.29	0.662	1.945	1.453	0.23	1.767	0.802	0.768	0.821	1.539	0.788	1.292	1.3	1.533	0.194	1.307	0.368
TMEM219	Q86XT9	False	TM219_HUMAN		CPI-SS099ACF7FB	TMEM219	0.161	0.331	0.066	0.135	0.179	0.128	0.24	0.278	0.144	0.25	0.039	0.167	0.213	0.196	0.103	0.234	0.276
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0E12A78EF	PTPRF	0.06	0.039	0.342	0.024	1.103	0.804	0.016	0.0	0.0	0.039	0.02	0.02	0.024	0.117	0.036	0.043	0.0
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0D8DC28C6	PTPRF	0.06	0.039	0.342	0.024	1.103	0.804	0.016	0.0	0.0	0.039	0.02	0.02	0.024	0.117	0.036	0.043	0.0
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS00373B59C	PTPRF	0.06	0.039	0.342	0.024	1.103	0.804	0.016	0.0	0.0	0.039	0.02	0.02	0.024	0.117	0.036	0.043	0.0
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0F023190B	PTPRF	0.06	0.039	0.342	0.024	1.103	0.804	0.016	0.0	0.0	0.039	0.02	0.02	0.024	0.117	0.036	0.043	0.0
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0CBB9D57D	PTPRF	0.06	0.039	0.342	0.024	1.103	0.804	0.016	0.0	0.0	0.039	0.02	0.02	0.024	0.117	0.036	0.043	0.0
BDKRB1	P46663	False	BKRB1_HUMAN		CPI-SS075D9B9AD	BDKRB1	0.002	0.0	0.0	0.0	0.005	0.001	0.007	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0
BDKRB2	P30411	False	BKRB2_HUMAN		CPI-SS0F21F1570	BDKRB2	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS0E0D00210	PTPRD	2.555	0.394	0.501	0.597	0.221	0.371	0.521	0.549	0.525	0.938	0.98	1.635	1.66	1.407	0.521	0.468	0.683
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS0FA9304CE	PTPRD	2.555	0.394	0.501	0.597	0.221	0.371	0.521	0.549	0.525	0.938	0.98	1.635	1.66	1.407	0.521	0.468	0.683
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS081E1A895	PTPRD	2.555	0.394	0.501	0.597	0.221	0.371	0.521	0.549	0.525	0.938	0.98	1.635	1.66	1.407	0.521	0.468	0.683
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS08069FE13	PTPRD	2.555	0.394	0.501	0.597	0.221	0.371	0.521	0.549	0.525	0.938	0.98	1.635	1.66	1.407	0.521	0.468	0.683
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS0522C3A29	PTPRD	2.555	0.394	0.501	0.597	0.221	0.371	0.521	0.549	0.525	0.938	0.98	1.635	1.66	1.407	0.521	0.468	0.683
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS09B85D556	PTPRD	2.555	0.394	0.501	0.597	0.221	0.371	0.521	0.549	0.525	0.938	0.98	1.635	1.66	1.407	0.521	0.468	0.683
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0150916A7	CYSLTR1	0.006	0.183	0.007	0.058	0.013	0.006	0.778	0.029	0.658	0.008	0.019	0.005	0.006	0.0	0.044	0.368	0.303
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS048E474A5	CYSLTR1	0.006	0.183	0.007	0.058	0.013	0.006	0.778	0.029	0.658	0.008	0.019	0.005	0.006	0.0	0.044	0.368	0.303
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0C89AD6A7	CYSLTR1	0.006	0.183	0.007	0.058	0.013	0.006	0.778	0.029	0.658	0.008	0.019	0.005	0.006	0.0	0.044	0.368	0.303
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0215886EA	CYSLTR1	0.006	0.183	0.007	0.058	0.013	0.006	0.778	0.029	0.658	0.008	0.019	0.005	0.006	0.0	0.044	0.368	0.303
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0C1CAC8F7	CYSLTR1	0.006	0.183	0.007	0.058	0.013	0.006	0.778	0.029	0.658	0.008	0.019	0.005	0.006	0.0	0.044	0.368	0.303
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0891F5216	CYSLTR1	0.006	0.183	0.007	0.058	0.013	0.006	0.778	0.029	0.658	0.008	0.019	0.005	0.006	0.0	0.044	0.368	0.303
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS087E1C654	CYSLTR1	0.006	0.183	0.007	0.058	0.013	0.006	0.778	0.029	0.658	0.008	0.019	0.005	0.006	0.0	0.044	0.368	0.303
GPR17	Q13304	False	GPR17_HUMAN		CPI-CS0AFE4D0CB	GPR17	0.006	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0
GPR17	Q13304	False	GPR17_HUMAN		CPI-CS00DCACEEE	GPR17	0.006	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS02C509183	LTBR	0.1	0.183	0.086	0.106	0.302	0.115	0.084	0.086	0.096	0.098	0.093	0.147	0.152	0.069	0.036	0.145	0.1
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	LTBR	0.1	0.183	0.086	0.106	0.302	0.115	0.084	0.086	0.096	0.098	0.093	0.147	0.152	0.069	0.036	0.145	0.1
XCR1	P46094	False	XCR1_HUMAN		CPI-SS0E29693E6	XCR1	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.209	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.127
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS0E4245B64	ADGRE5	0.204	0.081	0.036	0.24	0.135	0.037	0.565	1.316	0.278	0.038	0.051	0.092	0.074	0.096	0.888	0.186	0.62
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS076F4624B	ADGRE5	0.204	0.081	0.036	0.24	0.135	0.037	0.565	1.316	0.278	0.038	0.051	0.092	0.074	0.096	0.888	0.186	0.62
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS046661AE7	ADGRE5	0.204	0.081	0.036	0.24	0.135	0.037	0.565	1.316	0.278	0.038	0.051	0.092	0.074	0.096	0.888	0.186	0.62
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS0118D1B89	ADGRE5	0.204	0.081	0.036	0.24	0.135	0.037	0.565	1.316	0.278	0.038	0.051	0.092	0.074	0.096	0.888	0.186	0.62
ADGRE5	P48960	False	CD97_HUMAN		CPI-CS0D69D106B	ADGRE5	0.204	0.081	0.036	0.24	0.135	0.037	0.565	1.316	0.278	0.038	0.051	0.092	0.074	0.096	0.888	0.186	0.62
ADGRE5	P48960	False	CD97_HUMAN		CPI-CS056DF06D6	ADGRE5	0.204	0.081	0.036	0.24	0.135	0.037	0.565	1.316	0.278	0.038	0.051	0.092	0.074	0.096	0.888	0.186	0.62
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	ADGRE5	0.204	0.081	0.036	0.24	0.135	0.037	0.565	1.316	0.278	0.038	0.051	0.092	0.074	0.096	0.888	0.186	0.62
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS0305C793D	ADGRE5	0.204	0.081	0.036	0.24	0.135	0.037	0.565	1.316	0.278	0.038	0.051	0.092	0.074	0.096	0.888	0.186	0.62
MTNR1B	P49286	False	MTR1B_HUMAN		CPI-CS0586481F9	MTNR1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	ALK	0.012	0.006	0.014	0.013	0.85	0.01	0.007	0.0	0.0	0.05	0.0	0.033	0.019	0.02	0.014	0.006	0.06
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	ALK	0.012	0.006	0.014	0.013	0.85	0.01	0.007	0.0	0.0	0.05	0.0	0.033	0.019	0.02	0.014	0.006	0.06
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	PTPRZ1	0.007	0.027	0.231	0.0	0.009	0.243	0.006	0.0	0.0	0.017	0.008	0.0	0.011	0.017	0.0	0.0	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	PTPRZ1	0.007	0.027	0.231	0.0	0.009	0.243	0.006	0.0	0.0	0.017	0.008	0.0	0.011	0.017	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS042FCC9BE	PVR	0.114	0.092	0.074	0.124	0.088	0.11	0.075	0.098	0.0	0.144	0.068	0.057	0.066	0.107	0.034	0.042	0.05
DCC	P43146	False	DCC_HUMAN		CPI-SS04F1CBF06	DCC	0.023	0.023	0.002	0.005	0.009	0.02	0.023	0.0	0.0	0.035	0.023	0.016	0.014	0.03	0.021	0.019	0.0
DSCAM	O60469	False	DSCAM_HUMAN		CPI-SS0E3C09735	DSCAM	0.005	0.0	0.001	0.011	0.147	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.014	0.0	0.07	0.0	0.101
UNC5A	Q6ZN44	False	UNC5A_HUMAN		CPI-SS0503D8A55	UNC5A	0.146	0.027	0.019	0.02	0.006	0.016	0.006	0.0	0.0	0.03	0.044	0.119	0.283	0.03	0.009	0.066	0.039
UNC5B	Q8IZJ1	False	UNC5B_HUMAN		CPI-SS00C9DE87A	UNC5B	0.018	0.008	0.088	0.131	0.038	0.042	0.0	0.0	0.0	0.006	0.0	0.004	0.027	0.046	0.0	0.006	0.0
UNC5B	Q8IZJ1	False	UNC5B_HUMAN		CPI-SS0C72D53A2	UNC5B	0.018	0.008	0.088	0.131	0.038	0.042	0.0	0.0	0.0	0.006	0.0	0.004	0.027	0.046	0.0	0.006	0.0
UNC5C	O95185	False	UNC5C_HUMAN		CPI-SS07660BCA2	UNC5C	0.083	0.007	0.071	0.006	0.008	0.05	0.025	0.0	0.079	0.012	0.036	0.023	0.032	0.017	0.035	0.012	0.0
UNC5D	Q6UXZ4	False	UNC5D_HUMAN		CPI-SS0BA4E3F44	UNC5D	0.009	0.0	0.004	0.004	0.003	0.003	0.004	0.0	0.0	0.012	0.008	0.007	0.01	0.0	0.015	0.016	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS085E14488	DAG1	0.651	0.229	0.979	0.27	0.689	0.762	0.243	0.084	0.399	0.37	0.161	0.296	0.31	0.278	0.231	0.159	0.048
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0193D81E1	DAG1	0.651	0.229	0.979	0.27	0.689	0.762	0.243	0.084	0.399	0.37	0.161	0.296	0.31	0.278	0.231	0.159	0.048
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	NMUR1	0.001	0.0	0.001	0.0	0.011	0.003	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0
NMUR2	Q9GZQ4	False	NMUR2_HUMAN		CPI-SS07B3139A0	NMUR2	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.003	0.0
NPFFR1	Q9GZQ6	False	NPFF1_HUMAN		CPI-SS0C7FC7214	NPFFR1	0.003	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPFFR2	Q9Y5X5	False	NPFF2_HUMAN		CPI-SS06CA10698	NPFFR2	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0
NPSR1	Q6W5P4	False	NPSR1_HUMAN		CPI-SS0270A2CA9	NPSR1	0.003	0.008	0.01	0.0	0.007	0.009	0.0	0.04	0.0	0.006	0.006	0.003	0.0	0.0	0.0	0.007	0.0
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS05162C56B	NTRK3	1.048	0.157	0.946	0.117	0.052	0.092	0.143	0.027	0.19	0.292	0.269	0.163	0.117	0.46	0.232	0.127	0.138
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS01D36DDFA	NTRK3	1.048	0.157	0.946	0.117	0.052	0.092	0.143	0.027	0.19	0.292	0.269	0.163	0.117	0.46	0.232	0.127	0.138
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A6FCBF7C	NOTCH1	0.252	0.099	0.097	0.533	0.412	0.705	0.302	0.202	0.2	0.063	0.038	0.094	0.198	0.073	0.231	0.263	0.074
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	NOTCH1	0.252	0.099	0.097	0.533	0.412	0.705	0.302	0.202	0.2	0.063	0.038	0.094	0.198	0.073	0.231	0.263	0.074
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0AFCA0602	NOTCH1	0.252	0.099	0.097	0.533	0.412	0.705	0.302	0.202	0.2	0.063	0.038	0.094	0.198	0.073	0.231	0.263	0.074
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS052ADA696	NOTCH1	0.252	0.099	0.097	0.533	0.412	0.705	0.302	0.202	0.2	0.063	0.038	0.094	0.198	0.073	0.231	0.263	0.074
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0DB3F5A37	NOTCH1	0.252	0.099	0.097	0.533	0.412	0.705	0.302	0.202	0.2	0.063	0.038	0.094	0.198	0.073	0.231	0.263	0.074
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS029811409	NOTCH2	0.436	0.862	0.272	0.176	0.171	0.491	1.244	1.369	1.087	0.778	0.438	0.578	0.7	0.312	0.368	1.391	1.273
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	NOTCH2	0.436	0.862	0.272	0.176	0.171	0.491	1.244	1.369	1.087	0.778	0.438	0.578	0.7	0.312	0.368	1.391	1.273
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS08E4D6FA9	NOTCH2	0.436	0.862	0.272	0.176	0.171	0.491	1.244	1.369	1.087	0.778	0.438	0.578	0.7	0.312	0.368	1.391	1.273
