"Gene"	"IS01"	"IS02"	"State"	"MaxFC"	"InitialState"
"Sgk3"	"Sgk3"	0.31274654523457	-0.31274654523457	"S01"	0.31274654523457	"IS01"
"Lrrc8d"	"Lrrc8d"	0.312734580317707	-0.312734580317707	"S01"	0.312734580317707	"IS01"
"Bcl6"	"Bcl6"	0.307726193692631	-0.307726193692631	"S01"	0.307726193692631	"IS01"
"Cx3cr1"	"Cx3cr1"	0.301884717156116	-0.301884717156116	"S01"	0.301884717156116	"IS01"
"Fyb"	"Fyb"	0.294887625860709	-0.294887625860709	"S01"	0.294887625860709	"IS01"
"Arl5c"	"Arl5c"	0.285638346681476	-0.285638346681476	"S01"	0.285638346681476	"IS01"
"Dgkg"	"Dgkg"	0.281217016034018	-0.281217016034018	"S01"	0.281217016034018	"IS01"
"Gm38125"	"Gm38125"	0.275568921585415	-0.275568921585415	"S01"	0.275568921585415	"IS01"
"Trem3"	"Trem3"	0.273533022970729	-0.273533022970729	"S01"	0.273533022970729	"IS01"
"Ier5"	"Ier5"	0.273503315038386	-0.273503315038386	"S01"	0.273503315038386	"IS01"
"Sirpb1b"	"Sirpb1b"	0.270932073227374	-0.270932073227374	"S01"	0.270932073227374	"IS01"
"Sirpa"	"Sirpa"	0.270334779678359	-0.270334779678359	"S01"	0.270334779678359	"IS01"
"Dock4"	"Dock4"	0.269674988293602	-0.269674988293602	"S01"	0.269674988293602	"IS01"
"Stat1"	"Stat1"	0.267249184347369	-0.267249184347369	"S01"	0.267249184347369	"IS01"
"Gm34923"	"Gm34923"	0.267102299738442	-0.267102299738442	"S01"	0.267102299738442	"IS01"
"B130046B21Rik"	"B130046B21Rik"	0.267102299738442	-0.267102299738442	"S01"	0.267102299738442	"IS01"
"Cbs"	"Cbs"	0.267102299738442	-0.267102299738442	"S01"	0.267102299738442	"IS01"
"A130071D04Rik"	"A130071D04Rik"	0.264920959791228	-0.264920959791228	"S01"	0.264920959791228	"IS01"
"Plekhm3"	"Plekhm3"	0.259591461945971	-0.259591461945971	"S01"	0.259591461945971	"IS01"
"Sh3bp2"	"Sh3bp2"	0.257438412995619	-0.257438412995619	"S01"	0.257438412995619	"IS01"
"Gk"	"Gk"	0.25631708172465	-0.25631708172465	"S01"	0.25631708172465	"IS01"
"Traf3"	"Traf3"	0.248850025763813	-0.248850025763813	"S01"	0.248850025763813	"IS01"
"Pik3ap1"	"Pik3ap1"	0.245729377829206	-0.245729377829206	"S01"	0.245729377829206	"IS01"
"Mmp23"	"Mmp23"	0.245306971306838	-0.245306971306838	"S01"	0.245306971306838	"IS01"
"Vegfc"	"Vegfc"	0.245102075876512	-0.245102075876512	"S01"	0.245102075876512	"IS01"
"Arhgef37"	"Arhgef37"	0.244096472175761	-0.244096472175761	"S01"	0.244096472175761	"IS01"
"Lyz2"	"Lyz2"	0.242156756012101	-0.242156756012101	"S01"	0.242156756012101	"IS01"
