"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"State"	"MaxFC"	"InitialState"
"Cers6"	"Cers6"	-0.154573469359969	0.161371202507136	0.620042363385616	0.217173153759296	-0.196198067024056	-0.686964977990425	0.221230906903645	"S01"	0.620042363385616	"IS03"
"Aff3"	"Aff3"	-0.787161210223338	-0.0900755611704718	0.619495600426808	0.559656071146098	0.340216125997348	-0.67842823645395	-0.0296702223740459	"S01"	0.619495600426808	"IS03"
"Lilrb4a"	"Lilrb4a"	0.0165261878546167	-0.187217543303574	0.619376566459172	0.339597052059539	-0.231945248332896	-0.423686816976689	-0.150406445510568	"S01"	0.619376566459172	"IS03"
"Gm15902"	"Gm15902"	-0.0686901805871894	-0.244487284860375	0.615680540169773	-0.00258681237704435	-0.0621051329595062	-0.205084631248352	-0.0717804248515296	"S01"	0.615680540169773	"IS03"
"Apobec1"	"Apobec1"	0.207631389370436	-0.018135015870788	0.615255361947795	0.398220821325171	-0.165430675546853	-0.681061531309778	-0.393665936840864	"S01"	0.615255361947795	"IS03"
"Fam118b"	"Fam118b"	-0.00294654417914139	0.0121136898651225	0.615194844915255	0.284104676906518	-0.206138521946128	-0.655976233063584	0.0155390627622986	"S01"	0.615194844915255	"IS03"
"Add3"	"Add3"	-0.349018205277376	0.060326056899763	0.614300018996816	0.318157252306577	-0.134542577404143	-0.624596194695852	0.25898730016788	"S01"	0.614300018996816	"IS03"
"Gm48582"	"Gm48582"	-0.20112677029154	-0.269807658258657	0.614052922017716	0.343552782180053	-0.15799815618588	-0.494221309760755	0.110568407138598	"S01"	0.614052922017716	"IS03"
"Rassf4"	"Rassf4"	-0.0712490393523611	-0.0158453190329402	0.612999996888944	0.320649883579932	-0.260249976545127	-0.579905578156005	0.0856279209423651	"S01"	0.612999996888944	"IS03"
"Pid1"	"Pid1"	0.183484639963069	-0.3979050333945	0.611244544188377	0.00432620212119498	-0.119945481400946	-0.994532392579666	0.437101835745096	"S01"	0.611244544188377	"IS03"
